,awayline,awayodds,awayteam,crowd,date,day,gameID,homeline,homeodds,hometeam,round,time,venue,year
692,20.5,3.3,Melbourne,7016,6/4/14,Sunday,5781,-20.5,1.33,GWS,3,1:10PM,Spotless Stadium,2014
693,-2.5,1.82,Port Adelaide,19111,6/4/14,Sunday,5782,2.5,2,North Melbourne,3,4:10PM,Etihad Stadium,2014
694,11.5,2.55,Carlton,62730,6/4/14,Sunday,5783,-11.5,1.52,Essendon,3,7:10PM,MCG,2014
695,-12.5,1.47,Collingwood,62100,11/4/14,Friday,5784,12.5,2.8,Richmond,4,7:50PM,MCG,2014
696,33.5,5.25,Melbourne,37323,12/4/14,Saturday,5785,-33.5,1.17,Carlton,4,1:45PM,MCG,2014
697,35.5,6,Brisbane,36231,12/4/14,Saturday,5786,-35.5,1.14,Port Adelaide,4,1:40PM,Adelaide Oval,2014
698,-9.5,1.58,Western Bulldogs,7863,12/4/14,Saturday,5787,9.5,2.45,GWS,4,4:40PM,Manuka Oval,2014
699,-27.5,1.2,Hawthorn,17729,12/4/14,Saturday,5788,27.5,4.8,Gold Coast,4,7:40PM,Metricon Stadium,2014
700,32.5,5.25,West Coast,25271,12/4/14,Saturday,5789,-32.5,1.18,Geelong,4,7:40PM,Simonds Stadium,2014
701,15.5,3.15,North Melbourne,25505,13/4/14,Sunday,5790,-15.5,1.38,Sydney,4,1:10PM,SCG,2014
702,-5.5,1.74,Adelaide,22923,13/4/14,Sunday,5791,5.5,2.13,St Kilda,4,3:20PM,Etihad Stadium,2014
703,-1.5,1.92,Essendon,36722,13/4/14,Sunday,5792,-1.5,1.92,Fremantle,4,2:40PM,Domain Stadium,2014
704,-29.5,1.2,Richmond,20676,17/4/14,Thursday,5793,29.5,4.85,Brisbane,5,7:50PM,Gabba,2014
705,-1.5,1.92,North Melbourne,57116,19/4/14,Saturday,5794,-1.5,1.92,Collingwood,5,1:40PM,MCG,2014
706,-8.5,1.56,Fremantle,25376,19/4/14,Saturday,5795,8.5,2.5,Sydney,5,4:40PM,SCG,2014
707,2.5,2,Port Adelaide,35366,19/4/14,Saturday,5796,-2.5,1.85,West Coast,5,5:40PM,Domain Stadium,2014
708,38.5,6.4,St Kilda,36041,19/4/14,Saturday,5797,-38.5,1.13,Essendon,5,7:40PM,Etihad Stadium,2014
709,43.5,7,GWS,44770,20/4/14,Sunday,5798,-43.5,1.11,Adelaide,5,12:40PM,Adelaide Oval,2014
710,-18.5,1.4,Gold Coast,17243,20/4/14,Sunday,5799,18.5,3.05,Melbourne,5,3:20PM,MCG,2014
711,3.5,2.05,Carlton,27986,20/4/14,Sunday,5800,-3.5,1.8,Western Bulldogs,5,4:40PM,Etihad Stadium,2014
712,-10.5,1.58,Hawthorn,80222,21/4/14,Monday,5801,10.5,2.45,Geelong,5,3:20PM,MCG,2014
713,11.5,2.6,Essendon,91731,25/4/14,Friday,5802,-11.5,1.52,Collingwood,6,2:40PM,MCG,2014
714,18.5,3.15,Brisbane,13409,25/4/14,Friday,5803,-18.5,1.38,St Kilda,6,7:45PM,Westpac Stadium,2014
715,23.5,4.05,North Melbourne,37624,25/4/14,Friday,5804,-23.5,1.26,Fremantle,6,6:40PM,Domain Stadium,2014
716,32.5,5.25,GWS,11504,26/4/14,Saturday,5805,-32.5,1.18,Gold Coast,6,1:40PM,Metricon Stadium,2014
717,-3.5,1.78,West Coast,31005,26/4/14,Saturday,5806,3.5,2.08,Carlton,6,4:40PM,Etihad Stadium,2014
718,-40.5,1.1,Sydney,24855,26/4/14,Saturday,5807,40.5,7.5,Melbourne,6,7:40PM,MCG,2014
719,-10.5,1.56,Adelaide,17404,27/4/14,Sunday,5808,10.5,2.5,Western Bulldogs,6,1:10PM,Etihad Stadium,2014
720,-34.5,1.17,Hawthorn,52990,27/4/14,Sunday,5809,34.5,5.3,Richmond,6,3:20PM,MCG,2014
721,-5.5,1.73,Geelong,47007,27/4/14,Sunday,5810,5.5,2.15,Port Adelaide,6,4:10PM,Adelaide Oval,2014
722,-26.5,1.25,Collingwood,68251,2/5/14,Friday,5811,26.5,4.2,Carlton,7,7:50PM,MCG,2014
723,54.5,13,St Kilda,32924,3/5/14,Saturday,5812,-54.5,1.04,Hawthorn,7,1:45PM,MCG,2014
724,-45.5,1.07,Port Adelaide,6549,3/5/14,Saturday,5813,45.5,9.5,GWS,7,2:10PM,Manuka Oval,2014
725,48.5,10,Melbourne,44216,3/5/14,Saturday,5814,-48.5,1.06,Adelaide,7,4:10PM,Adelaide Oval,2014
726,-31.5,1.17,Sydney,17957,3/5/14,Saturday,5815,31.5,5.3,Brisbane,7,7:40PM,Gabba,2014
727,23.5,3.85,Western Bulldogs,33289,3/5/14,Saturday,5816,-23.5,1.28,Essendon,7,7:40PM,Etihad Stadium,2014
728,24.5,3.65,Gold Coast,19819,4/5/14,Sunday,5817,-24.5,1.3,North Melbourne,7,1:10PM,Etihad Stadium,2014
729,28.5,4.75,Richmond,34377,4/5/14,Sunday,5818,-28.5,1.2,Geelong,7,3:20PM,MCG,2014
730,-12.5,1.47,Fremantle,40476,4/5/14,Sunday,5819,12.5,2.75,West Coast,7,2:40PM,Domain Stadium,2014
731,-6.5,1.7,Hawthorn,34506,9/5/14,Friday,5820,6.5,2.2,Sydney,8,7:50PM,ANZ Stadium,2014
732,10.5,2.65,Fremantle,38234,10/5/14,Saturday,5821,-10.5,1.5,Port Adelaide,8,1:10PM,Adelaide Oval,2014
733,-24.5,1.25,Essendon,26432,10/5/14,Saturday,5822,24.5,4.15,Brisbane,8,4:40PM,Gabba,2014
734,-13.5,1.53,Western Bulldogs,36326,10/5/14,Saturday,5823,13.5,2.58,Melbourne,8,7:40PM,MCG,2014
735,56.5,10,GWS,29391,11/5/14,Sunday,5824,-56.5,1.06,West Coast,8,2:40PM,Domain Stadium,2014
736,-19.5,1.38,Carlton,26708,12/5/14,Monday,5825,19.5,3.15,St Kilda,8,7:20PM,Etihad Stadium,2014
737,-15.5,1.42,Collingwood,50051,15/5/14,Thursday,5826,15.5,2.95,Adelaide,9,7:20PM,Adelaide Oval,2014
738,-18.5,1.36,Sydney,41098,16/5/14,Friday,5827,18.5,3.3,Essendon,9,7:50PM,Etihad Stadium,2014
739,31.5,5.5,Melbourne,56960,17/5/14,Saturday,5828,-31.5,1.16,Richmond,9,1:40PM,MCG,2014
740,57.5,11.5,Brisbane,21152,17/5/14,Saturday,5829,-57.5,1.05,North Melbourne,9,4:40PM,Etihad Stadium,2014
741,2.5,2.05,Geelong,38565,17/5/14,Saturday,5830,-2.5,1.8,Fremantle,9,5:40PM,Domain Stadium,2014
742,-30.5,1.22,Gold Coast,14625,18/5/14,Sunday,5831,30.5,4.45,St Kilda,9,4:40PM,Etihad Stadium,2014
743,13.5,2.7,North Melbourne,27402,23/5/14,Friday,5832,-13.5,1.46,Geelong,10,7:50PM,Simonds Stadium,2014
744,-18.5,1.4,Richmond,8331,24/5/14,Saturday,5833,18.5,2.95,GWS,10,1:40PM,Spotless Stadium,2014
745,22.5,3.5,West Coast,53049,24/5/14,Saturday,5834,-22.5,1.3,Collingwood,10,4:40PM,MCG,2014
746,12.5,2.5,Hawthorn,52233,24/5/14,Saturday,5835,-12.5,1.55,Port Adelaide,10,7:10PM,Adelaide Oval,2014
747,27.5,5.3,Western Bulldogs,14235,25/5/14,Sunday,5836,-27.5,1.17,Gold Coast,10,3:20PM,Metricon Stadium,2014
748,-8.5,1.6,Adelaide,32419,25/5/14,Sunday,5837,8.5,2.4,Carlton,10,4:40PM,MCG,2014
749,17.5,3.15,Geelong,37355,29/5/14,Thursday,5838,-17.5,1.38,Sydney,11,7:10PM,SCG,2014
750,-45.5,1.05,Collingwood,34855,30/5/14,Friday,5839,45.5,9.5,St Kilda,11,7:50PM,Etihad Stadium,2014
751,-36.5,1.1,Port Adelaide,5655,31/5/14,Saturday,5840,36.5,7,Melbourne,11,1:10PM,TIO Traegar Park,2014
752,-13.5,1.43,Carlton,24625,31/5/14,Saturday,5841,13.5,2.9,Brisbane,11,4:40PM,Gabba,2014
753,7.5,2.35,Richmond,74664,31/5/14,Saturday,5842,-7.5,1.63,Essendon,11,7:45PM,MCG,2014
754,10.5,2.4,Gold Coast,49069,1/6/14,Sunday,5843,-10.5,1.6,Adelaide,11,12:40PM,Adelaide Oval,2014
755,-32.5,1.17,Fremantle,14913,1/6/14,Sunday,5844,32.5,5.35,Western Bulldogs,11,3:20PM,Etihad Stadium,2014
756,78.5,18,GWS,17904,1/6/14,Sunday,5845,-78.5,1.01,Hawthorn,11,4:40PM,MCG,2014
757,8.5,2.45,North Melbourne,35914,1/6/14,Sunday,5846,-8.5,1.58,West Coast,11,5:40PM,Domain Stadium,2014
758,31.5,5.2,Carlton,36952,6/6/14,Friday,5847,-31.5,1.17,Geelong,12,7:50PM,Etihad Stadium,2014
759,32.5,4.9,West Coast,15504,7/6/14,Saturday,5848,-32.5,1.18,Hawthorn,12,1:40PM,Aurora Stadium,2014
760,59.5,14,St Kilda,43374,7/6/14,Saturday,5849,-59.5,1.02,Port Adelaide,12,4:10PM,Adelaide Oval,2014
761,19.5,3.15,Brisbane,18054,7/6/14,Saturday,5850,-19.5,1.36,Western Bulldogs,12,7:40PM,Etihad Stadium,2014
762,-36.5,1.12,Essendon,8429,7/6/14,Saturday,5851,36.5,6.25,GWS,12,7:40PM,Spotless Stadium,2014
763,-26.5,1.23,Sydney,21354,8/6/14,Sunday,5852,26.5,4.25,Gold Coast,12,3:20PM,Metricon Stadium,2014
764,29.5,4.6,Adelaide,35389,8/6/14,Sunday,5853,-29.5,1.2,Fremantle,12,2:10PM,Domain Stadium,2014
765,23.5,3.8,Richmond,32977,8/6/14,Sunday,5854,-23.5,1.27,North Melbourne,12,7:10PM,Etihad Stadium,2014
766,-28.5,1.2,Collingwood,68124,9/6/14,Monday,5855,28.5,4.8,Melbourne,12,3:20PM,MCG,2014
767,-31.5,1.2,Hawthorn,49615,13/6/14,Friday,5856,31.5,4.8,Carlton,13,7:50PM,MCG,2014
768,-21.5,1.28,Fremantle,22074,14/6/14,Saturday,5857,21.5,3.8,Richmond,13,1:45PM,MCG,2014
769,15.5,2.9,Port Adelaide,41317,14/6/14,Saturday,5858,-15.5,1.43,Sydney,13,2:10PM,SCG,2014
770,8.5,2.3,Gold Coast,32942,14/6/14,Saturday,5859,-8.5,1.64,West Coast,13,2:40PM,Domain Stadium,2014
771,16.5,3,GWS,12700,14/6/14,Saturday,5860,-16.5,1.41,Brisbane,13,7:40PM,Gabba,2014
772,2.5,2,North Melbourne,47205,14/6/14,Saturday,5861,-2.5,1.85,Adelaide,13,7:10PM,Adelaide Oval,2014
773,56.5,16,St Kilda,25180,15/6/14,Sunday,5862,-56.5,1.02,Geelong,13,1:10PM,Simonds Stadium,2014
774,35.5,7,Western Bulldogs,28339,15/6/14,Sunday,5863,-35.5,1.11,Collingwood,13,3:20PM,Etihad Stadium,2014
775,16.5,3.05,Melbourne,44622,15/6/14,Sunday,5864,-16.5,1.4,Essendon,13,4:40PM,MCG,2014
776,-28.5,1.19,Sydney,34633,20/6/14,Friday,5865,28.5,5,Richmond,14,7:50PM,MCG,2014
777,45.5,8.5,Western Bulldogs,34258,21/6/14,Saturday,5866,-45.5,1.07,Port Adelaide,14,1:15PM,Adelaide Oval,2014
778,19.5,3.2,Collingwood,74095,21/6/14,Saturday,5867,-19.5,1.35,Hawthorn,14,2:10PM,MCG,2014
779,-13.5,1.48,Geelong,18236,21/6/14,Saturday,5868,13.5,2.65,Gold Coast,14,4:40PM,Metricon Stadium,2014
780,55.5,13,Brisbane,25152,21/6/14,Saturday,5869,-55.5,1.03,Fremantle,14,5:40PM,Domain Stadium,2014
781,-8.5,1.6,Adelaide,30948,21/6/14,Saturday,5870,8.5,2.4,Essendon,14,7:40PM,Etihad Stadium,2014
782,-23.5,1.3,Carlton,9059,22/6/14,Sunday,5871,23.5,3.65,GWS,14,1:10PM,Spotless Stadium,2014
783,-35.5,1.16,West Coast,17317,22/6/14,Sunday,5872,35.5,5.5,St Kilda,14,3:20PM,Etihad Stadium,2014
784,-23.5,1.28,North Melbourne,26615,22/6/14,Sunday,5873,23.5,3.8,Melbourne,14,4:40PM,MCG,2014
785,18.5,3.2,Essendon,43732,27/6/14,Friday,5874,-18.5,1.37,Geelong,15,7:50PM,Etihad Stadium,2014
786,35.5,5.75,Gold Coast,13178,28/6/14,Saturday,5875,-35.5,1.15,Hawthorn,15,1:45PM,Aurora Stadium,2014
787,-38.5,1.14,Richmond,28487,28/6/14,Saturday,5876,38.5,6,St Kilda,15,2:10PM,Etihad Stadium,2014
788,25.5,4.5,West Coast,40490,28/6/14,Saturday,5877,-25.5,1.22,Fremantle,15,2:40PM,Domain Stadium,2014
789,49.5,10,GWS,27778,28/6/14,Saturday,5878,-49.5,1.06,Sydney,15,7:40PM,SCG,2014
790,-37.5,1.13,North Melbourne,15862,28/6/14,Saturday,5879,37.5,6.15,Brisbane,15,7:40PM,Gabba,2014
791,4.5,2.1,Melbourne,24953,29/6/14,Sunday,5880,-4.5,1.75,Western Bulldogs,15,1:10PM,Etihad Stadium,2014
792,-17.5,1.38,Port Adelaide,50552,29/6/14,Sunday,5881,17.5,3.1,Adelaide,15,3:40PM,Adelaide Oval,2014
793,23.5,4.05,Carlton,40936,29/6/14,Sunday,5882,-23.5,1.26,Collingwood,15,7:10PM,MCG,2014
794,-25.5,1.26,Hawthorn,35025,4/7/14,Friday,5883,25.5,4,North Melbourne,16,7:50PM,Etihad Stadium,2014
795,43.5,6.75,Brisbane,34560,5/7/14,Saturday,5884,-43.5,1.12,Richmond,16,1:45PM,MCG,2014
796,-28.5,1.25,Adelaide,8383,5/7/14,Saturday,5885,28.5,4.15,GWS,16,2:10PM,Spotless Stadium,2014
797,-1.5,1.9,Collingwood,24032,5/7/14,Saturday,5886,-1.5,1.93,Gold Coast,16,4:40PM,Metricon Stadium,2014
798,-37.5,1.11,Fremantle,9290,5/7/14,Saturday,5887,37.5,6.75,Melbourne,16,7:10PM,TIO Stadium,2014
799,30.5,4.65,Essendon,46786,5/7/14,Saturday,5888,-30.5,1.21,Port Adelaide,16,7:10PM,Adelaide Oval,2014
800,33.5,5.2,St Kilda,29997,6/7/14,Sunday,5889,-33.5,1.18,Carlton,16,1:10PM,Etihad Stadium,2014
801,-16.5,1.38,Sydney,25076,6/7/14,Sunday,5890,16.5,3.15,West Coast,16,1:20PM,Domain Stadium,2014
802,36.5,6,Western Bulldogs,24766,6/7/14,Sunday,5891,-36.5,1.14,Geelong,16,4:40PM,Simonds Stadium,2014
803,-5.5,1.72,Hawthorn,50321,11/7/14,Friday,5892,5.5,2.15,Adelaide,17,7:20PM,Adelaide Oval,2014
804,-35.5,1.12,Geelong,36385,12/7/14,Saturday,5893,35.5,6.25,Melbourne,17,1:45PM,MCG,2014
805,59.5,14,St Kilda,10641,12/7/14,Saturday,5894,-59.5,1.02,North Melbourne,17,2:10PM,Blundstone Arena,2014
806,-8.5,1.62,Gold Coast,"9746""",12/7/14,Saturday,5895,8.5,2.3,Western Bulldogs,17,4:40PM,Cazalys Stadium,2014
807,-14.5,1.47,West Coast,13610,12/7/14,Saturday,5896,14.5,2.7,Brisbane,17,7:40PM,Gabba,2014
808,37.5,6.5,Carlton,34965,12/7/14,Saturday,5897,-37.5,1.12,Sydney,17,7:40PM,SCG,2014
809,-12.5,1.5,Port Adelaide,21483,13/7/14,Sunday,5898,12.5,2.6,Richmond,17,1:10PM,Etihad Stadium,2014
810,-12.5,1.52,Collingwood,58992,13/7/14,Sunday,5899,12.5,2.55,Essendon,17,3:20PM,MCG,2014
811,69.5,17,GWS,33597,13/7/14,Sunday,5900,-69.5,1.01,Fremantle,17,2:40PM,Domain Stadium,2014
812,-27.5,1.25,North Melbourne,36689,18/7/14,Friday,5901,27.5,4,Carlton,18,7:50PM,Etihad Stadium,2014
813,-56.5,1.03,Fremantle,16594,19/7/14,Saturday,5902,56.5,12,St Kilda,18,4:40PM,Etihad Stadium,2014
814,-41.5,1.08,Geelong,7697,19/7/14,Saturday,5903,41.5,8,GWS,18,7:40PM,Spotless Stadium,2014
815,43.5,8.5,Melbourne,37894,20/7/14,Sunday,5904,-43.5,1.07,Port Adelaide,18,12:40PM,Adelaide Oval,2014
816,-18.5,1.38,Essendon,34476,20/7/14,Sunday,5905,18.5,3.1,Western Bulldogs,18,4:40PM,Etihad Stadium,2014
817,10.5,2.45,Richmond,32270,25/7/14,Friday,5906,-10.5,1.56,West Coast,18,6:40PM,Domain Stadium,2014
818,-12.5,1.5,Gold Coast,27167,26/7/14,Saturday,5907,12.5,2.6,Brisbane,18,4:40PM,Gabba,2014
819,-2.5,1.83,Sydney,72760,26/7/14,Saturday,5908,2.5,2,Hawthorn,18,7:40PM,MCG,2014
820,2.5,2,Adelaide,41482,27/7/14,Sunday,5909,-2.5,1.83,Collingwood,18,4:40PM,MCG,2014
821,39.5,6.5,Carlton,35401,31/7/14,Thursday,5910,-39.5,1.13,Fremantle,19,6:10PM,Domain Stadium,2014
822,26.5,3.85,Essendon,36804,1/8/14,Friday,5911,-26.5,1.27,Sydney,19,7:50PM,SCG,2014
823,31.5,4.6,West Coast,49470,2/8/14,Saturday,5912,-31.5,1.2,Adelaide,19,1:10PM,Adelaide Oval,2014
824,45.5,8.5,GWS,23093,2/8/14,Saturday,5913,-45.5,1.07,Richmond,19,4:40PM,MCG,2014
825,19.5,3.15,St Kilda,12027,2/8/14,Saturday,5914,-19.5,1.35,Gold Coast,19,7:40PM,Metricon Stadium,2014
826,-8.5,1.62,Geelong,32564,2/8/14,Saturday,5915,8.5,2.3,North Melbourne,19,7:40PM,Etihad Stadium,2014
827,5.5,2.12,Brisbane,18079,3/8/14,Sunday,5916,-5.5,1.72,Melbourne,19,1:10PM,Etihad Stadium,2014
828,38.5,6.25,Western Bulldogs,14187,3/8/14,Sunday,5917,-38.5,1.12,Hawthorn,19,3:20PM,Aurora Stadium,2014
829,-6.5,1.68,Port Adelaide,32804,3/8/14,Sunday,5918,6.5,2.2,Collingwood,19,4:40PM,MCG,2014
830,-8.5,1.58,Essendon,58024,8/8/14,Friday,5919,8.5,2.4,Richmond,20,7:50PM,MCG,2014
831,-34.5,1.14,North Melbourne,10211,9/8/14,Saturday,5920,34.5,6,GWS,20,1:45PM,Manuka Oval,2014
832,14.5,2.65,Gold Coast,28840,9/8/14,Saturday,5921,-14.5,1.5,Carlton,20,2:10PM,Etihad Stadium,2014
833,56.5,14,Melbourne,37082,9/8/14,Saturday,5922,-56.5,1.03,Hawthorn,20,4:40PM,MCG,2014
834,-16.5,1.38,Sydney,50807,9/8/14,Saturday,5923,16.5,3.15,Port Adelaide,20,7:10PM,Adelaide Oval,2014
835,14.5,2.95,Fremantle,26855,9/8/14,Saturday,5924,-14.5,1.43,Geelong,20,7:40PM,Simonds Stadium,2014
836,-15.5,1.41,Adelaide,19657,10/8/14,Sunday,5925,15.5,3,Brisbane,20,1:10PM,Gabba,2014
837,-22.5,1.35,Western Bulldogs,30095,10/8/14,Sunday,5926,22.5,3.3,St Kilda,20,3:20PM,Etihad Stadium,2014
838,6.5,2.2,Collingwood,36458,10/8/14,Sunday,5927,-6.5,1.7,West Coast,20,2:40PM,Domain Stadium,2014
839,-12.5,1.5,Geelong,38812,15/8/14,Friday,5928,12.5,2.6,Carlton,21,7:50PM,Etihad Stadium,2014
840,67.5,17,St Kilda,31361,16/8/14,Saturday,5929,-67.5,1.01,Sydney,21,1:45PM,SCG,2014
841,-16.5,1.4,Port Adelaide,10042,16/8/14,Saturday,5930,16.5,2.95,Gold Coast,21,2:10PM,Metricon Stadium,2014
842,9.5,2.45,West Coast,35905,16/8/14,Saturday,5931,-9.5,1.57,Essendon,21,4:40PM,Etihad Stadium,2014
843,37.5,5.75,Brisbane,32926,16/8/14,Saturday,5932,-37.5,1.14,Collingwood,21,7:40PM,MCG,2014
844,15.5,2.75,Richmond,50459,16/8/14,Saturday,5933,-15.5,1.45,Adelaide,21,7:10PM,Adelaide Oval,2014
845,20.5,3.1,Western Bulldogs,27164,17/8/14,Sunday,5934,-20.5,1.37,North Melbourne,21,1:10PM,Etihad Stadium,2014
846,12.5,2.6,GWS,17218,17/8/14,Sunday,5935,-12.5,1.5,Melbourne,21,3:20PM,MCG,2014
847,7.5,2.3,Hawthorn,35506,17/8/14,Sunday,5936,-7.5,1.63,Fremantle,21,2:40PM,Domain Stadium,2014
848,21.5,3.35,Carlton,52505,22/8/14,Friday,5937,-21.5,1.32,Port Adelaide,22,7:20PM,Adelaide Oval,2014
849,5.5,2.12,Adelaide,10702,23/8/14,Saturday,5938,-5.5,1.72,North Melbourne,22,1:45PM,Blundstone Arena,2014
850,32.5,5.25,Gold Coast,33281,23/8/14,Saturday,5939,-32.5,1.16,Essendon,22,2:10PM,Etihad Stadium,2014
851,-11.5,1.52,Collingwood,10851,23/8/14,Saturday,5940,11.5,2.55,GWS,22,4:40PM,Spotless Stadium,2014
852,60.5,12,Melbourne,35083,23/8/14,Saturday,5941,-60.5,1.03,West Coast,22,5:40PM,Domain Stadium,2014
853,10.5,2.45,Geelong,72212,23/8/14,Saturday,5942,-10.5,1.55,Hawthorn,22,7:40PM,MCG,2014
854,-26.5,1.25,Fremantle,17473,24/8/14,Sunday,5943,26.5,4,Brisbane,22,1:10PM,Gabba,2014
855,-34.5,1.15,Sydney,22430,24/8/14,Sunday,5944,34.5,5.5,Western Bulldogs,22,3:20PM,Etihad Stadium,2014
856,43.5,7,St Kilda,47188,24/8/14,Sunday,5945,-43.5,1.1,Richmond,22,4:40PM,MCG,2014
857,24.5,3.6,GWS,14725,31/8/14,Sunday,5946,-24.5,1.28,Western Bulldogs,23,4:40PM,Etihad Stadium,2014
858,-15.5,1.45,Essendon,56658,30/8/14,Saturday,5947,15.5,2.75,Carlton,23,1:45PM,MCG,2014
859,-49.5,1.07,Hawthorn,48973,29/8/14,Friday,5948,49.5,9.5,Collingwood,23,7:50PM,MCG,2014
860,-17.5,1.42,West Coast,11840,31/8/14,Sunday,5949,17.5,2.9,Gold Coast,23,1:10PM,Metricon Stadium,2014
861,38.5,6.5,Brisbane,24659,30/8/14,Saturday,5950,-38.5,1.11,Geelong,23,7:40PM,Simonds Stadium,2014
862,22.5,3.35,Richmond,31227,30/8/14,Saturday,5951,-22.5,1.33,Sydney,23,4:40PM,ANZ Stadium,2014
863,44.5,8,Melbourne,17174,30/8/14,Saturday,5952,-44.5,1.08,North Melbourne,23,7:40PM,Etihad Stadium,2014
864,58.5,13,St Kilda,44969,31/8/14,Sunday,5953,-58.5,1.02,Adelaide,23,2:50PM,Adelaide Oval,2014
865,14.5,2.75,Port Adelaide,38209,30/8/14,Saturday,5954,-14.5,1.45,Fremantle,23,1:10PM,Domain Stadium,2014
866,37.5,5.75,Adelaide,69146,22/9/12,Saturday,5548,-37.5,1.16,Hawthorn,Preliminary,5:15PM,MCG,2012
867,10.5,2.7,Collingwood,57156,21/9/12,Friday,5547,-10.5,1.48,Sydney,Preliminary,7:50PM,ANZ Stadium,2012
868,-4.5,1.88,West Coast,65483,15/9/12,Saturday,5546,-2.5,1.96,Collingwood,Semi,7:45PM,MCG,2012
869,9.5,2.28,Fremantle,31742,14/9/12,Friday,5545,-9.5,1.65,Adelaide,Semi,8:10PM,AAMI Stadium,2012
870,29.5,5,North Melbourne,41790,9/9/12,Sunday,5544,-29.5,1.19,West Coast,Elimination,1:15PM,Domain Stadium,2012
871,9.5,2.45,Sydney,44849,8/9/12,Saturday,5542,-9.5,1.58,Adelaide,Qualifying,2:45PM,AAMI Stadium,2012
872,22.5,3.85,Fremantle,44460,8/9/12,Saturday,5543,-22.5,1.28,Geelong,Elimination,7:45PM,MCG,2012
873,22.5,3.6,Collingwood,85625,7/9/12,Friday,5541,-22.5,1.3,Hawthorn,Qualifying,7:50PM,MCG,2012
874,-2.5,1.8,Geelong,99537,1/10/11,Saturday,5342,2.5,2.06,Collingwood,Grand,2:30PM,MCG,2011
875,-10.5,1.54,Richmond,83493,2/4/15,Thursday,5964,10.5,2.55,Carlton,1,7:20PM,MCG,2015
876,-15.5,1.38,Gold Coast,27013,4/4/15,Saturday,5965,15.5,3.15,Melbourne,1,1:40PM,MCG,2015
877,22.5,3.3,Essendon,23274,4/4/15,Saturday,5966,-22.5,1.35,Sydney,1,4:35PM,ANZ Stadium,2015
878,12.5,2.7,Collingwood,31240,4/4/15,Saturday,5967,-12.5,1.48,Brisbane,1,6:20PM,Gabba,2015
879,-12.5,1.5,West Coast,22366,4/4/15,Saturday,5968,12.5,2.65,Western Bulldogs,1,7:20PM,Etihad Stadium,2015
880,-20.5,1.3,GWS,18794,5/4/15,Sunday,5969,20.5,3.6,St Kilda,1,1:10PM,Etihad Stadium,2015
881,5.5,2.15,North Melbourne,46491,5/4/15,Sunday,5970,-5.5,1.72,Adelaide,1,2:50PM,Adelaide Oval,2015
882,4.5,2.2,Port Adelaide,34099,5/4/15,Sunday,5971,-4.5,1.7,Fremantle,1,4:40PM,Domain Stadium,2015
883,18.5,3.2,Geelong,73584,6/4/15,Monday,5972,-18.5,1.37,Hawthorn,1,3:20PM,MCG,2015
884,12.5,2.6,Carlton,34588,10/4/15,Friday,5973,-12.5,1.5,West Coast,2,6:10PM,Domain Stadium,2015
885,18.5,3.05,Western Bulldogs,49945,11/4/15,Saturday,5974,-18.5,1.38,Richmond,2,1:45PM,MCG,2015
886,16.5,2.75,Melbourne,7760,11/4/15,Saturday,5975,-16.5,1.45,GWS,2,2:10PM,Manuka Oval,2015
887,-12.5,1.48,Adelaide,33771,11/4/15,Saturday,5976,12.5,2.65,Collingwood,2,4:35PM,Etihad Stadium,2015
888,30.5,4.5,St Kilda,13649,11/4/15,Saturday,5977,-30.5,1.2,Gold Coast,2,7:20PM,Metricon Stadium,2015
889,5.5,2.15,Sydney,49765,11/4/15,Saturday,5978,-5.5,1.7,Port Adelaide,2,7:10PM,Adelaide Oval,2015
890,-5.5,1.85,Fremantle,23723,12/4/15,Sunday,5979,-5.5,1.95,Geelong,2,1:10PM,Simonds Stadium,2015
891,-28.5,1.2,Hawthorn,59866,12/4/15,Sunday,5980,28.5,4.5,Essendon,2,3:20PM,MCG,2015
892,35.5,5.5,Brisbane,22275,12/4/15,Sunday,5981,-35.5,1.15,North Melbourne,2,4:40PM,Etihad Stadium,2015
893,16.5,3,St Kilda,45197,17/4/15,Friday,5982,-16.5,1.4,Collingwood,3,7:50PM,MCG,2015
894,-26.5,1.25,Essendon,54854,18/4/15,Saturday,5983,26.5,4,Carlton,3,1:45PM,MCG,2015
895,48.5,8,Melbourne,43713,18/4/15,Saturday,5984,-48.5,1.08,Adelaide,3,1:40PM,Adelaide Oval,2015
896,35.5,5.5,GWS,31966,18/4/15,Saturday,5985,-35.5,1.15,Sydney,3,4:35PM,SCG,2015
897,-1.5,1.83,Port Adelaide,22586,18/4/15,Saturday,5986,1.5,2,North Melbourne,3,7:20PM,Etihad Stadium,2015
898,-13.5,1.48,Richmond,22441,18/4/15,Saturday,5987,13.5,2.65,Brisbane,3,7:20PM,Gabba,2015
899,45.5,7,Western Bulldogs,15559,19/4/15,Sunday,5988,-45.5,1.1,Hawthorn,3,1:10PM,Aurora Stadium,2015
900,37.5,5.75,Gold Coast,20813,19/4/15,Sunday,5989,-37.5,1.14,Geelong,3,3:20PM,Simonds Stadium,2015
901,-19.5,1.32,Fremantle,39138,19/4/15,Sunday,5990,19.5,3.4,West Coast,3,2:40PM,Domain Stadium,2015
902,21.5,3.55,Melbourne,58175,24/4/15,Friday,5991,-21.5,1.32,Richmond,4,7:50PM,MCG,2015
903,-20.5,1.4,Carlton,12125,25/4/15,Saturday,5992,20.5,3.05,St Kilda,4,1:10PM,Westpac Stadium,2015
